true\pred,airplane,airport,baseball_diamond,basketball_court,beach,bridge,chaparral,church,circular_farmland,cloud,commercial_area,dense_residential,desert,forest,freeway,golf_course,ground_track_field,harbor,industrial_area,intersection,island,lake,meadow,medium_residential,mobile_home_park,mountain,overpass,palace,parking_lot,railway,railway_station,rectangular_farmland,river,roundabout,runway,sea_ice,ship,snowberg,sparse_residential,stadium,storage_tank,tennis_court,terrace,thermal_power_station,wetland
medium_residential,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.04464286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00357143,0.00000000,0.00000000,0.00000000,0.91071429,0.00714286,0.00000000,0.00000000,0.00178571,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00714286,0.00000000,0.00000000,0.00000000,0.00000000,0.00892857,0.00000000,0.00000000,0.00892857,0.00000000,0.00000000,0.00000000
mobile_home_park,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00535714,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00892857,0.00178571,0.00178571,0.00000000,0.00000000,0.00000000,0.00535714,0.97500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
mountain,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03750000,0.00714286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00178571,0.00000000,0.00000000,0.93214286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00714286,0.00000000,0.00000000,0.00000000,0.00000000,0.00535714,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00178571
overpass,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00892857,0.00000000,0.00000000,0.00000000,0.00357143,0.00535714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.97678571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
palace,0.00000000,0.00357143,0.00178571,0.00357143,0.00000000,0.00000000,0.00000000,0.12500000,0.00000000,0.00000000,0.01607143,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00178571,0.00714286,0.00178571,0.00000000,0.00000000,0.00000000,0.00892857,0.00000000,0.00000000,0.00000000,0.78750000,0.00357143,0.00000000,0.00535714,0.00000000,0.00178571,0.00178571,0.00000000,0.00000000,0.00178571,0.00000000,0.00178571,0.01071429,0.00178571,0.00714286,0.00178571,0.00178571,0.00000000
parking_lot,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00535714,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00535714,0.00535714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.97678571,0.00000000,0.00535714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
railway,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01964286,0.00000000,0.00000000,0.00000000,0.00892857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00178571,0.91785714,0.03928571,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00178571,0.00000000,0.00000000
railway_station,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00178571,0.00000000,0.00000000,0.00892857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01785714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00535714,0.00178571,0.00000000,0.05357143,0.89821429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00178571,0.00000000,0.00178571,0.00000000,0.00000000
rectangular_farmland,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01607143,0.00000000,0.00000000,0.00178571,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.92857143,0.00892857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.03392857,0.00000000,0.00000000
river,0.00000000,0.00000000,0.00000000,0.00000000,0.00714286,0.00714286,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00892857,0.00714286,0.00357143,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.01071429,0.00357143,0.00000000,0.00000000,0.00714286,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00892857,0.90357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00535714,0.00000000,0.00000000,0.00000000,0.00000000,0.01428571,0.00000000,0.00714286
roundabout,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00892857,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.97500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000
runway,0.00892857,0.02857143,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.01428571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00357143,0.00000000,0.00178571,0.00000000,0.00000000,0.93214286,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sea_ice,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00892857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.98214286,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
ship,0.00000000,0.00178571,0.00000000,0.00000000,0.00357143,0.00535714,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00178571,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.97857143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
snowberg,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.99285714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
sparse_residential,0.00000000,0.00000000,0.00178571,0.00178571,0.00000000,0.00000000,0.00178571,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.01964286,0.00000000,0.00000000,0.00000000,0.00357143,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.95178571,0.00000000,0.00000000,0.00535714,0.00000000,0.00000000,0.00000000
stadium,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01250000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.97500000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000
storage_tank,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00178571,0.00178571,0.97321429,0.00000000,0.00000000,0.00357143,0.00000000
tennis_court,0.00000000,0.00000000,0.00357143,0.00357143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.98571429,0.00000000,0.00000000,0.00000000
terrace,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.06607143,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.92678571,0.00000000,0.00000000
thermal_power_station,0.00178571,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00535714,0.01071429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02321429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00357143,0.00000000,0.00535714,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.94464286,0.00000000
wetland,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01428571,0.00178571,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00892857,0.04285714,0.01071429,0.00000000,0.00000000,0.00178571,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00535714,0.00000000,0.00000000,0.00000000,0.00000000,0.00178571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.90714286
